,xi+,xi-,r,sig
0,0.0003493149732652024,4.583326005929896e-05,3.5000334795976222,0.00025523503663381385
1,0.00012996974890486544,-0.0001382412329951432,4.656666095614762,0.00019537951655575246
2,0.0003185868546164274,-0.0003080487219330693,6.18309696685399,0.00014857169797067918
3,1.9162281357358517e-05,-8.923423025779949e-05,8.210463649688908,0.00011341118531113227
4,9.173744470368594e-05,-0.00019809530436396756,10.898443730137934,8.676920331461103e-05
5,0.00024061508462500255,-0.00013009165475018385,14.463962998731944,6.674965349118844e-05
6,-0.00013974119895069704,-0.00019461397634429792,19.19731200242253,5.172806471605295e-05
7,-3.421554396900899e-05,4.5654832817716415e-05,25.471544400464563,4.053435699373385e-05
8,-9.258382400215607e-06,3.319718745402462e-05,33.78830922319426,3.235117039157224e-05
9,-0.00010701104812240463,4.865597517374642e-06,44.788056952378085,2.6451324745283393e-05
10,-7.676863771845678e-05,0.0001939143957319541,59.323767537137556,2.2549995944396304e-05
11,5.5750284229475717e-05,0.0007148223179539439,78.35308603351467,2.0915985480950678e-05
