,xi+,xi-,r,sig
0,3.856562515678205e-05,0.0002596361828711858,3.5000756165727753,0.00027368042384960656
1,6.0867522147534545e-05,0.0005346826693093258,4.65675846462507,0.00021008712501331415
2,0.0002174162547017708,5.6667824310106337e-05,6.184533847273472,0.0001601084711933746
3,1.0418587689364493e-05,0.0001997596950511026,8.208950281790226,0.00012226213822565278
4,0.00012104555929066309,9.868551366737066e-05,10.89735062219361,9.369105899959406e-05
5,6.676803852397066e-05,2.3622463659309628e-05,14.464794305010676,7.207100369043719e-05
6,6.823638867242952e-05,-6.672461253897398e-05,19.195237962674405,5.593920285956301e-05
7,0.0001623811869899633,1.4622509333401034e-05,25.469384113690925,4.392779829682808e-05
8,-4.3281814708274945e-05,-8.346183977293285e-05,33.78936252688222,3.504457767471339e-05
9,6.156664787009703e-05,-8.054889291032659e-05,44.787823434773536,2.8664320435913154e-05
10,0.00012224554473321672,4.586645610854283e-05,59.299334529926725,2.452420434291098e-05
11,-5.540645333423377e-06,0.000655836514378587,78.33300882404453,2.283293616333417e-05
