,xi,sig,r
0,0.2261726805250823,0.010112097804258313,1.1763064859811139
1,0.17902784850199574,0.007550206201905264,1.589973510644306
2,0.15160891848884123,0.005611780679805023,2.1473949492348936
3,0.1210157478990078,0.004180243568248599,2.9009145758790305
4,0.09144793803258242,0.0031103085265716973,3.9171054139314094
5,0.0746324887477576,0.0023213264926855892,5.287897434768562
6,0.059410983799054316,0.0017376745657551825,7.139565451947626
7,0.03847726070853088,0.0013057297857760628,9.634489944221283
8,0.03548504732055441,0.0009863505614379838,13.002409449147198
9,0.022162252155355337,0.0007513343030838953,17.546807210947783
10,0.01686656006928713,0.0005776550343652724,23.67413627886788
11,0.007867952848369686,0.00045200400770175996,31.930742987660725
12,0.0038528902193394926,0.0003630457279105129,43.02059517919523
13,-0.00524057870298347,0.000303916843805495,57.925713844241834
14,0.0018073782856230303,0.00027690463058559846,77.71823282066758
