,xi,sig,r
0,0.09017244111735198,0.011519726227125757,1.1768868407434356
1,0.04758620935376601,0.008633875709695881,1.5917447350265745
2,0.04075557937405938,0.006418474338190999,2.148481709162773
3,0.03869042521982873,0.004763643313258084,2.9009944082123513
4,0.027972538078651705,0.0035498580768614945,3.9176925066369277
5,0.021912152824845852,0.002648828911993565,5.28911057641261
6,0.014483985857811759,0.001983364809178317,7.138821378631833
7,0.013539050627822603,0.0014893759371520823,9.63639698412128
8,0.00836970422437061,0.0011259619688404217,13.004311428316827
9,0.006145099239026974,0.0008570299019398373,17.551304544359738
10,0.005503034564743673,0.0006584506501248787,23.67764980055945
11,0.0025293249382411023,0.0005155886320251803,31.93402924870595
12,0.005562744050978757,0.00041421258747002874,43.02495377260467
13,0.0031513102747272943,0.00034664427521998543,57.92775304549943
14,0.008189048902576554,0.00031567443441034624,77.72643872763419
