,xi+,xi-,r,sig
0,0.0005820874449081609,-1.2631120256121084e-05,3.4989465171188328,0.0002652067090694495
1,0.0006872933017198027,2.5627475534516147e-06,4.656615671773821,0.00020292213874427867
2,0.00022523080202425531,-0.0002142301513394314,6.183145922358744,0.0001540622077563465
3,0.00034678742579241216,-0.0003149350575925221,8.208029296946723,0.00011750794335272367
4,0.00041868196744644144,7.857585852571229e-05,10.896475454898663,8.995920265031296e-05
5,0.00041159579911571794,0.00016588929768041402,14.462632749920754,6.915569717564063e-05
6,0.0003209738085121146,-0.00019873562677048874,19.195634999740573,5.361355529324066e-05
7,8.449799492515003e-05,-0.0003807539692725715,25.471471222457136,4.204978275732867e-05
8,-2.1130792795257715e-05,-0.000458737474847636,33.79044403643046,3.355544311384006e-05
9,5.827654296149126e-05,-0.0006295849449141738,44.79223325961703,2.735641892775879e-05
10,1.578801772595523e-05,-0.00033586769469674436,59.31282431318689,2.331157605589758e-05
11,-5.813112482745873e-05,0.0003516612199913427,78.37018515982562,2.166746230926966e-05
