,xi+,xi-,r,sig
0,-0.00018604731136230468,4.9569237032935684e-05,3.499850610599013,0.0002833691587658818
1,1.2233979473002457e-05,-8.560072900010287e-05,4.65654807460789,0.00021775666105668985
2,4.383641824598608e-05,-0.00013551980729543245,6.181916880670156,0.0001658119296201794
3,0.00017308194742389417,-1.3114310663159912e-05,8.208389984324329,0.00012655775696292524
4,0.0004589814328191989,-4.857660709014576e-06,10.896299148081459,9.688867934604979e-05
5,-4.615434046409284e-06,-0.00011664949857991072,14.463178464055611,7.461149327970588e-05
6,0.0001398543049024992,-0.00025564577269021664,19.195602104370284,5.784519153118956e-05
7,0.00012944106859250033,-0.0002528503569811302,25.47121273161619,4.537917050920789e-05
8,9.05457667920256e-05,-0.00022555752826174886,33.78688231565508,3.6301742862685594e-05
9,4.77797668021522e-05,-0.00036575972589005055,44.78550220033253,2.9671162270965576e-05
10,3.0006772334138657e-05,-0.00011031736064851586,59.320566946004696,2.5265835384603265e-05
11,0.00018824862081132985,0.0004142712332260423,78.34619829480428,2.344062315496106e-05
