,xi,sig,r
0,0.15117947795560513,0.01606231650932132,1.1772303821546033
1,0.13179626817021833,0.012034917467531492,1.5899048871857349
2,0.0974176634685223,0.008928988129030023,2.147785684334314
3,0.07811427348310075,0.006646003343587251,2.9006306080397413
4,0.06917133447126153,0.004951557798385026,3.918274598967331
5,0.044373865495481085,0.0036931999452330046,5.289790363233703
6,0.04000629280332033,0.002762368332894932,7.137317638700591
7,0.037870541687287956,0.00207684035243663,9.639821522508324
8,0.027807440512983336,0.0015685900674614179,13.00401200497138
9,0.01772845434465449,0.0011936220817636788,17.549471361079842
10,0.015020629017978803,0.0009170209372076558,23.677577768121346
11,0.008859819140778345,0.0007184734759930625,31.92945897930833
12,0.006575785420357263,0.0005773578083153334,43.026326415085926
13,0.006334219716544316,0.0004828898010799094,57.94264421010746
14,0.007997893377543813,0.00043949550301118715,77.72027929904465
