,xi+,xi-,r,sig
0,-0.0001840747042158381,0.0003115584632735682,3.4993438878520027,0.0003135693137703715
1,0.0004846239201053991,-0.00013446563830896963,4.656872658155477,0.00023968297065947891
2,0.00042819012879294024,-0.0003675329993768392,6.183099548926827,0.00018213220184848841
3,0.00018215160123116855,-0.0004504895625124112,8.208364464379814,0.0001386993378774611
4,0.00022325812288748117,-0.0003000792243174041,10.897759513173748,0.00010614890519041323
5,0.0003681976739070055,-2.9033785532898953e-05,14.463766054584939,8.156082683420826e-05
6,0.00031990856057636044,-0.0003190216519205747,19.1940946344991,6.319791762037003e-05
7,0.0002980120522788521,-0.0001846989331698721,25.46929566600864,4.955467919234229e-05
8,0.00030633413660777545,-0.0002772973015349341,33.78717561371298,3.949974604563557e-05
9,0.00021008739796288424,-0.00027614361726984354,44.79070895510094,3.2266621916397944e-05
10,0.0002562933461475673,-3.326413833510051e-05,59.310568413719025,2.7539801922641537e-05
11,-2.8230739743327628e-05,0.00037135265055855747,78.34278081232694,2.5683245420192935e-05
