,xi,sig,r
0,0.29893250999158627,0.012063095586286508,1.2786831555416873
1,0.19606319546471912,0.007827041077872734,1.986067799353274
2,0.14710175508009277,0.0050898556140087405,3.079238370894458
3,0.10537914284751548,0.00331270283316557,4.771772516266535
4,0.06284777962500868,0.0021691118107338304,7.402248719408549
5,0.05135190139488588,0.0014326766108801495,11.467858856108409
6,0.035842448459202376,0.0009595958033921151,17.736185071801426
7,0.01149502453673716,0.0006589380752477626,27.440478694169848
8,0.0003133975209572231,0.0004721583680850193,42.35140817915813
9,-0.0049520938853508225,0.0003727744622091988,65.02058176797149
