,xi+,xi-,r,sig
0,-0.009766578096495188,-0.0015447973581229324,0.1500394258860577,0.0012770409354780857
1,0.0007250860244373108,-0.00418980929044271,0.2974540613826902,0.0006625688743776155
2,0.0004078257329915622,-0.0005342936488377692,0.5852810286607231,0.0003589372730368947
3,0.0016559117430660257,0.0004138945596255786,1.162063338999984,0.00019018752638180932
4,0.0005105786886422938,-0.0002400497141287758,2.2949686318770404,9.943465108073263e-05
5,0.00010879285672175354,-0.0005129578688414583,4.531615222026616,5.151426768729101e-05
6,0.00015954777289905133,0.0001448699783388697,8.935863177492065,2.6890444911640175e-05
7,0.0002989464353987459,-0.00015870430002808985,17.580228039902174,1.4345386007480866e-05
8,-3.183213840833716e-05,-4.591409515796886e-05,34.3645358743428,8.131822380353602e-06
9,-9.09726918119294e-05,0.00036528915956753993,65.70085560153251,5.5230283779761566e-06
