,xi,sig,r
0,0.3067140209723081,0.008898741617580192,1.2786560008979855
1,0.20046200550086737,0.005773875841733015,1.9863302644981853
2,0.13651902794179196,0.003754700412997127,3.080414731256568
3,0.08925124507560785,0.002443724859618809,4.773935340581629
4,0.060392548703019,0.0016001171013935315,7.402607077280919
5,0.03746104350312792,0.001056861308159258,11.464004463790324
6,0.02830510183765898,0.0007078775966434511,17.754083262954346
7,0.012436468188037108,0.00048608747494974767,27.44724405566143
8,0.012246668928912026,0.00034830324356737775,42.349125737939794
9,-0.004375476567889875,0.0002749894168627112,65.03571573094634
