,xi+,xi-,r,sig
0,-0.006064462833501815,-0.0006959587117916882,0.14912118441711866,0.0007395109832585628
1,0.0027368591586481306,0.0004771066293303427,0.2977741851531995,0.00039892998825858875
2,0.0004221802758977533,-0.0005646731721674531,0.5869495836252607,0.0002128283586632101
3,0.0008411962091023443,0.0007304351301172183,1.1616561699128398,0.00011170801225829687
4,0.0001722795708955079,0.0003625681258078528,2.294291923955659,5.797989081754526e-05
5,0.0006335910511304744,0.00013261391020906395,4.530178532087886,3.0054204676578292e-05
6,0.00043700288333109417,-5.636754885284745e-05,8.935961399195213,1.5693833176215114e-05
7,0.00022062492524490036,-4.453082941996949e-05,17.580817246398826,8.372235156031651e-06
8,9.362399005147172e-05,-0.00014126267391335832,34.36970500743369,4.757763857124992e-06
9,2.8698099203391275e-05,0.000364590152384013,65.70395896910885,3.2304364821858877e-06
