,xi,sig,r
0,0.09380507626472398,0.012137160425343175,1.2805277423603252
1,0.07167945245680152,0.007875097443966824,1.9913137095467537
2,0.0464538851263867,0.005121106244013015,3.0834768206096235
3,0.03734327780821286,0.0033330421233938507,4.782724880104931
4,0.017521697108551296,0.0021824296955179445,7.400961961934445
5,0.01810738024399198,0.0014414729403004118,11.47326665210095
6,0.010562840628649475,0.0009654875173580134,17.758395506987412
7,-0.0011365547597051147,0.0006629838147631667,27.4588961014868
8,-0.0021475841851939918,0.0004750573199578064,42.346328469423746
9,-0.0027155092132793396,0.00037506321805552955,65.05640052061474
