,xi+,xi-,r,sig
0,0.0010996444755064054,0.003564740513644378,0.14821808067024753,0.0009145200389672517
1,0.00530858632349349,-0.0017082632461286557,0.2978611462178252,0.0004948589162893385
2,0.003796471123614211,0.0014232765857321128,0.5892048876527218,0.00025728209082403493
3,0.0011462181812869176,-7.063330678862971e-05,1.1622211397044762,0.00013265761248956054
4,0.0009995342084865655,0.0005981207125380696,2.296849872712924,6.841067210972484e-05
5,0.0003172237008328901,0.00023574975834089024,4.53278043021467,3.5283091414660246e-05
6,0.0002764724144861844,0.0002108730487009847,8.937394918349916,1.8373386925616366e-05
7,0.0004014197315613311,8.531912248494978e-05,17.58116420356909,9.796483524226243e-06
8,0.00024351945490285067,-0.0001907740085244787,34.382184761005455,5.557492669013431e-06
9,-2.1345042379650495e-05,-9.703207664641877e-05,65.6808256087538,3.7667313223784177e-06
