,xi+,xi-,r,sig
0,0.015162487388830236,0.006734891670274943,0.14851381677249276,0.0015136823538246
1,0.00713620765387582,0.0029467193573054786,0.29845570769958035,0.0008092628227278307
2,0.0033858690977261667,-0.0001964192468459928,0.5923219405174538,0.0004069994657150838
3,0.0012815652316054266,-0.00017581386228791813,1.162406643344148,0.0002100296654834799
4,0.0012542556262174502,0.00017455916236497465,2.297808232315377,0.0001080449294733553
5,0.0004148693120078039,-0.0005063345355467351,4.536095008022282,5.5472182418586415e-05
6,0.00041681663325086513,6.524454468412932e-05,8.940971356382335,2.8760117040517837e-05
7,0.00023871931946662506,-8.34917700631418e-06,17.58836922542332,1.5304825638332277e-05
8,0.0002042525491365108,0.00017772260977636255,34.35011218732044,8.679661691747037e-06
9,-1.726520189866259e-05,0.00013917133996568839,65.73458543867709,5.878730672079851e-06
