,xi+,xi-,r,sig
0,0.007030985041496199,0.004379613868963963,0.15032797760477953,0.0009106950415409458
1,0.005297039233891814,-0.0038103596692029063,0.29869796586012454,0.0004792182174875682
2,0.00492773263642594,-0.0007873646048080076,0.5903725496287848,0.00024111174288714355
3,0.0027519384600449056,-0.000839218581405607,1.162999787931306,0.00012340001846167378
4,0.0009018350578284312,-1.2524398359280637e-05,2.2981755467831806,6.319914919843025e-05
5,0.0011213609985765546,-0.00011000222055285484,4.534757377340101,3.2465458803257974e-05
6,0.0007171340476754644,0.0001338681808724318,8.940687700129857,1.6818925508977962e-05
7,0.00030434603502105825,7.720669170974133e-05,17.58059040860272,8.969432938540048e-06
8,0.0002492703620387151,0.00024528383514711477,34.365556061159374,5.0935603912318785e-06
9,0.00016871774603454429,0.00033945693664728406,65.7410735581809,3.4471917332949472e-06
