,xip,xim,r,sig
0,0.00020695449074815562,-1.2805267615071225e-05,1.3928035035343822,5.269165465968081e-05
1,8.765010191908491e-05,1.3639575400010968e-05,2.445008093066795,3.053651292740668e-05
2,7.344625170796925e-05,-3.6320860608298314e-05,4.29010157001464,1.7681341418015928e-05
3,5.5703177934353285e-05,3.2850830159698294e-06,7.523140848285174,1.030509010640665e-05
4,3.7493139524698654e-05,2.421292914263666e-05,13.177040749039811,6.101866076352514e-06
5,1.3232120211431338e-05,2.7114962605911568e-06,23.047319685082023,3.7170231813952263e-06
6,1.3125254618842934e-05,1.4754462323359788e-05,40.18518188435553,2.400380346300569e-06
7,5.727228298696142e-06,3.76322562334095e-06,68.91551673529183,1.796479923540469e-06
