,xip,xim,r,sig
0,0.00016103207439597817,3.182799533708024e-05,1.3929761358868076,3.554011010026557e-05
1,0.00011696258025748401,1.835400237785841e-05,2.4453754087495594,2.054319484668285e-05
2,9.101633990475774e-05,-1.2810510008324278e-06,4.290498097331651,1.1874586281898252e-05
3,5.891337509018716e-05,2.8431801294243857e-05,7.523542471290626,6.909729925928573e-06
4,4.055936331784293e-05,6.791563230037102e-06,13.180144305599976,4.081989210078847e-06
5,1.5794086592556427e-05,1.1763097564673833e-05,23.05248020111024,2.4792462703699444e-06
6,5.64470937103019e-06,1.2637621847758541e-05,40.18538149648037,1.598777251164947e-06
7,3.89853942376986e-08,4.459845923092977e-06,68.90149189768019,1.198931158537844e-06
