,xip,xim,r,sig
0,8.711932955626775e-05,7.607781094188273e-05,1.3937416186366627,3.580106058556802e-05
1,9.415215350827733e-05,-4.519996867994424e-06,2.446307584042425,2.0601380104836507e-05
2,9.605556853365558e-05,-6.306833980674208e-06,4.291376778709478,1.1872164935490252e-05
3,4.546753005941666e-05,3.5263038607478865e-06,7.525493596024222,6.887208376124795e-06
4,2.2407995866606638e-05,7.626425631011684e-07,13.181418044630583,4.061069603345691e-06
5,8.780659802951686e-06,1.380848387207074e-05,23.05466845857649,2.4643262927392145e-06
6,1.5525866205086487e-06,5.868606659542509e-06,40.184006385837385,1.586623477492041e-06
7,-8.829759840738918e-07,8.94940734288557e-07,68.87402611762379,1.1913301536547075e-06
